"","identifier","log2FoldChange","logCPM","LR","pvalue","padj","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","Symbol"
"94","ENSG00000005893",0.135955218989383,8.02538119286483,0.357143953589144,0.550096704987995,1,9606,3920,"NULL","X","Xq24","lysosomal-associated membrane protein 2","protein-coding","LAMP2","lysosomal-associated membrane protein 2","O","CD107 antigen-like family member B|lysos","LAMP2"
"95","ENSG00000006007",-0.342541834724083,5.75632113191373,2.6499926121882,0.103550377418672,1,9606,51573,"NULL","16","16p12-p11.2","glycerophosphodiester phosphodiesterase 1","protein-coding","GDE1","glycerophosphodiester phosphodiesterase 1","O","RGS16-interacting membrane protein|membr","GDE1"
"96","ENSG00000006015",-0.115624862392065,5.10056499457583,0.273390905365464,0.601066141275839,1,9606,55049,"NULL","19","19p13.11","chromosome 19 open reading frame 60","protein-coding","C19orf60","chromosome 19 open reading frame 60","O","uncharacterized protein C19orf60","C19orf60"
"97","ENSG00000006016",0.993365027636937,4.26315648223097,11.6407648447316,0.000645220675931602,1,9606,9244,"UNQ288/PRO327","19","19p12","cytokine receptor-like factor 1","protein-coding","CRLF1","cytokine receptor-like factor 1","O","class I cytokine receptor|cytokine type ","CRLF1"
"98","ENSG00000006025",0.35812401414695,2.55617759364517,2.0539241641041,0.151814452561225,1,9606,114881,"NULL","17","17q21","oxysterol binding protein-like 7","protein-coding","OSBPL7","oxysterol binding protein-like 7","O","ORP-7|OSBP-related protein 7|oxysterol-b","OSBPL7"
"99","ENSG00000006042",-0.372625320684331,5.94723920654793,3.35174183816968,0.0671339400840916,1,9606,26022,"UNQ536/PRO1079","17","17q11.2","transmembrane protein 98","protein-coding","TMEM98","transmembrane protein 98","O","NULL","TMEM98"
"100","ENSG00000006062",0.778151868267474,2.64975969407472,9.1420490902753,0.00249801187536615,1,9606,9020,"NULL","17","17q21","mitogen-activated protein kinase kinase kinase 14","protein-coding","MAP3K14","mitogen-activated protein kinase kinase kinase 14","O","NF-kappa-beta-inducing kinase|serine/thr","MAP3K14"
"101","ENSG00000006118",-0.101711515968966,6.80940109092781,0.189494124626492,0.663337987050427,1,9606,54972,"NULL","11","11q12.2","transmembrane protein 132A","protein-coding","TMEM132A","transmembrane protein 132A","O","GRP78-binding protein|HSPA5-binding prot","TMEM132A"
"102","ENSG00000006125",-0.0570389624563687,8.19652723731963,0.0831148203116499,0.773119854571762,1,9606,163,"NULL","17","17q11.2-q12","adaptor-related protein complex 2, beta 1 subunit","protein-coding","AP2B1","adaptor-related protein complex 2, beta 1 subunit","O","AP-2 complex subunit beta|adapter-relate","AP2B1"
"103","ENSG00000006194",0.728530229820024,4.86310881972373,9.52442762500606,0.00202754814769591,1,9606,10127,"NULL","16","16p13.3","zinc finger protein 263","protein-coding","ZNF263","zinc finger protein 263","O","zinc finger protein FPM315|zinc finger p","ZNF263"
"104","ENSG00000006210",0.39831621259304,4.56692447563351,3.72079186083934,0.053738879753669,1,9606,6376,"A-152E5.2","16","16q13","chemokine (C-X3-C motif) ligand 1","protein-coding","CX3CL1","chemokine (C-X3-C motif) ligand 1","O","C-X3-C motif chemokine 1|CX3C membrane-a","CX3CL1"
"105","ENSG00000006282",0.260626490252903,5.68692251111842,1.60532739569969,0.205149872063511,1,9606,64847,"NULL","17","17q21.33","spermatogenesis associated 20","protein-coding","SPATA20","spermatogenesis associated 20","O","sperm protein SSP411|sperm-specific prot","SPATA20"
"106","ENSG00000006283",2.6407434385433,1.11092802354158,35.2986420874552,2.82829186111813e-09,3.7469210576093e-05,9606,8913,"NULL","17","17q22","calcium channel, voltage-dependent, T type, alpha 1G subunit","protein-coding","CACNA1G","calcium channel, voltage-dependent, T type, alpha 1G subunit","O","cav3.1c|voltage-dependent T-type calcium","CACNA1G"
"107","ENSG00000006327",1.09666369661349,6.66492636192549,21.740579072137,3.1211881215027e-06,0.0398403810376173,9606,51330,"NULL","16","16p13.3","tumor necrosis factor receptor superfamily, member 12A","protein-coding","TNFRSF12A","tumor necrosis factor receptor superfamily, member 12A","O","FGF-inducible 14|fibroblast growth facto","TNFRSF12A"
"108","ENSG00000006377",-0.127670880115636,2.39927441849919,0.199746390987471,0.654925629811733,1,9606,1750,"NULL","7","7q22","distal-less homeobox 6","protein-coding","DLX6","distal-less homeobox 6","O","distal-less homeo box 6|homeobox protein","DLX6"
"109","ENSG00000006432",1.24107579882513,4.20009172615721,21.1999897682537,4.13766721854606e-06,0.0526683660248728,9606,4293,"NULL","14","14q24.2","mitogen-activated protein kinase kinase kinase 9","protein-coding","MAP3K9","mitogen-activated protein kinase kinase kinase 9","O","mixed lineage kinase 1 (tyr and ser/thr ","MAP3K9"
"110","ENSG00000006451",-0.0280691055164317,6.33315002450652,0.0191139333750829,0.89004035104999,1,9606,5898,"NULL","7","7p15-p13","v-ral simian leukemia viral oncogene homolog A (ras related)","protein-coding","RALA","v-ral simian leukemia viral oncogene homolog A (ras related)","O","RAS-like protein A|Ras family small GTP ","RALA"
"111","ENSG00000006453",0.396066297712,7.03822823922005,3.42911846786793,0.0640562842487807,1,9606,55971,"NULL","7","7q22.1","BAI1-associated protein 2-like 1","protein-coding","BAIAP2L1","BAI1-associated protein 2-like 1","O","BAI1-associated protein 2-like protein 1","BAIAP2L1"
"112","ENSG00000006459",0.578413696482989,4.86562686545643,5.54028253564526,0.0185835821835167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDM7A"
"113","ENSG00000006468",-1.38630612006276,4.17521640095014,23.3106923869756,1.37831643157309e-06,0.0177223926771667,9606,2115,"NULL","7","7p21.3","ets variant 1","protein-coding","ETV1","ets variant 1","O","ETS translocation variant 1|ets variant ","ETV1"
"114","ENSG00000006530",-0.252893893657927,5.164551421834,1.30687301087857,0.252961595128495,1,9606,55750,"NULL","7","7q34","acylglycerol kinase","protein-coding","AGK","acylglycerol kinase","O","acylglycerol kinase, mitochondrial|hAGK|","AGK"
"115","ENSG00000006534",1.11404270136799,2.79501659875576,12.5742934699738,0.000391089067242276,1,9606,221,"NULL","11","11q13","aldehyde dehydrogenase 3 family, member B1","protein-coding","ALDH3B1","aldehyde dehydrogenase 3 family, member B1","O","aldehyde dehydrogenase 3B1|aldehyde dehy","ALDH3B1"
"116","ENSG00000006555",0.806974808582898,2.8576776769155,10.7405890765993,0.00104810965108347,1,9606,55001,"RP5-1043G4.4","1","1p32.3","tetratricopeptide repeat domain 22","protein-coding","TTC22","tetratricopeptide repeat domain 22","O","TPR repeat protein 22|tetratricopeptide ","TTC22"
"117","ENSG00000006576",-0.392291453580542,5.11944716389307,3.04160340334327,0.0811557202703645,1,9606,57157,"NULL","7","7q11.23-q21","putative homeodomain transcription factor 2","protein-coding","PHTF2","putative homeodomain transcription factor 2","O","NULL","PHTF2"
"118","ENSG00000006607",-0.207832727100863,4.97096169191716,0.972464311645828,0.32406635476786,1,9606,9855,"NULL","2","2q37.3","FERM, RhoGEF and pleckstrin domain protein 2","protein-coding","FARP2","FERM, RhoGEF and pleckstrin domain protein 2","O","FERM domain including RhoGEF|FERM, RhoGE","FARP2"
"119","ENSG00000006611",0.279607359454448,4.99368437239105,1.58030718780827,0.20871645112377,1,9606,10083,"NULL","11","11p14.3","Usher syndrome 1C (autosomal recessive, severe)","protein-coding","USH1C","Usher syndrome 1C (autosomal recessive, severe)","O","antigen NY-CO-38/NY-CO-37|autoimmune ent","USH1C"
"120","ENSG00000006625",-0.378590465749831,5.80917925682,2.736086259981,0.0981047736064959,1,9606,79017,"NULL","7","7p15-p14","gamma-glutamylcyclotransferase","protein-coding","GGCT","gamma-glutamylcyclotransferase","O","cytochrome c-releasing factor 21|gamma -","GGCT"
"121","ENSG00000006634",-0.386681863117039,6.22288614402801,3.15165793761948,0.0758498598463082,1,9606,10926,"NULL","7","7q21.3","DBF4 homolog (S. cerevisiae)","protein-coding","DBF4","DBF4 homolog (S. cerevisiae)","O","DBF4-type zinc finger-containing protein","DBF4"
"122","ENSG00000006638",-0.236991080326704,0.303722954009205,0.423443219323728,0.515223925966851,1,9606,6915,"NULL","19","19p13.3","thromboxane A2 receptor","protein-coding","TBXA2R","thromboxane A2 receptor","O","prostanoid TP receptor","TBXA2R"
"123","ENSG00000006652",0.77012610216581,7.11941841215635,14.7665149058801,0.000121677103891997,1,9606,3475,"NULL","7","7q31.1","interferon-related developmental regulator 1","protein-coding","IFRD1","interferon-related developmental regulator 1","O","12-O-tetradecanoylphorbol-13-acetate-ind","IFRD1"
"124","ENSG00000006695",0.923280147847363,4.77740539341241,14.1293654741423,0.00017065873683267,1,9606,1352,"NULL","17","17p12","cytochrome c oxidase assembly homolog 10 (yeast)","protein-coding","COX10","cytochrome c oxidase assembly homolog 10 (yeast)","O","COX10 homolog, cytochrome c oxidase asse","COX10"
"125","ENSG00000006704",1.2802485643637,4.96604403669035,23.3843203327396,1.32655423841106e-06,0.0170621406144431,9606,9569,"NULL","7","7q11.23","GTF2I repeat domain containing 1","protein-coding","GTF2IRD1","GTF2I repeat domain containing 1","O","USE B1-binding protein|Williams-Beuren s","GTF2IRD1"
"126","ENSG00000006712",-0.290999442701769,6.12602543884751,2.20914595547148,0.137194604595865,1,9606,54623,"NULL","19","19q13.1","Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)","protein-coding","PAF1","Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)","O","RNA polymerase II-associated factor 1 ho","PAF1"
"127","ENSG00000006715",0.334315152714958,6.00648448331301,2.17815472047532,0.13998220901369,1,9606,27072,"NULL","7","7p14-p13","vacuolar protein sorting 41 homolog (S. cerevisiae)","protein-coding","VPS41","vacuolar protein sorting 41 homolog (S. cerevisiae)","O","S53|vacuolar assembly protein 41|vacuola","VPS41"
"128","ENSG00000006744",-0.5278739284417,6.96495630032587,7.11620155443247,0.00763903869832912,1,9606,60528,"NULL","17","17p11.2","elaC homolog 2 (E. coli)","protein-coding","ELAC2","elaC homolog 2 (E. coli)","O","RNase Z 2|elaC homolog protein 2|heredit","ELAC2"
"129","ENSG00000006747",0.136144800581411,1.55973100414641,0.174751792565402,0.675922811907962,1,9606,85477,"NULL","7","7p21.3","scinderin","protein-coding","SCIN","scinderin","O","adseverin","SCIN"
"130","ENSG00000006756",0.466609716463336,3.06061755974711,4.32245253766804,0.0376126747033603,1,9606,414,"NULL","X","Xp22.3","arylsulfatase D","protein-coding","ARSD","arylsulfatase D","O","NULL","ARSD"
"131","ENSG00000006757",-0.283905008005983,2.50242707997155,1.31164573310515,0.252096902493874,1,9606,8228,"NULL","X","Xp22.3","patatin-like phospholipase domain containing 4","protein-coding","PNPLA4","patatin-like phospholipase domain containing 4","O","IPLA2 eta|calcium independent phospholip","PNPLA4"
"132","ENSG00000006831",-0.263478642165286,7.03080934054615,1.66145648488569,0.197406786897083,1,9606,79602,"NULL","12","12p13.31","adiponectin receptor 2","protein-coding","ADIPOR2","adiponectin receptor 2","O","adiponectin receptor protein 2|progestin","ADIPOR2"
"133","ENSG00000007047",1.04237694119623,5.12838472934739,12.8962977647062,0.000329232731480103,1,9606,57787,"NULL","19","19q13.3","MAP/microtubule affinity-regulating kinase 4","protein-coding","MARK4","MAP/microtubule affinity-regulating kinase 4","O","MAP/microtubule affinity-regulating kina","MARK4"
"134","ENSG00000007062",-0.186607041452919,7.42172007908155,0.492912027858821,0.482631183235278,1,9606,8842,"MSTP061","4","4p15.32","prominin 1","protein-coding","PROM1","prominin 1","O","antigen AC133|hProminin|hematopoietic st","PROM1"
"135","ENSG00000007080",0.418511476682863,5.24451026467187,3.2504367342497,0.0714044296441818,1,9606,115098,"NULL","19","19p13.11","coiled-coil domain containing 124","protein-coding","CCDC124","coiled-coil domain containing 124","O","coiled-coil domain-containing protein 12","CCDC124"
"136","ENSG00000007168",-0.261426729389282,6.91269444154026,1.54328176651296,0.214129981068564,1,9606,5048,"NULL","17","17p13.3","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)","protein-coding","PAFAH1B1","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)","O","LIS-1|PAF acetylhydrolase 45 kDa subunit","PAFAH1B1"
"137","ENSG00000007202",0.172193120751988,7.80384261701175,0.734835149898053,0.391320403757083,1,9606,9703,"NULL","17","17q11.2","KIAA0100","protein-coding","KIAA0100","KIAA0100","O","U937-associated antigen|UPF0378 protein ","KIAA0100"
"138","ENSG00000007255",0.328043582783666,3.88530191673894,2.04887112608539,0.15231909372954,1,9606,79090,"NULL","19","19q13.32","trafficking protein particle complex 6A","protein-coding","TRAPPC6A","trafficking protein particle complex 6A","O","TRAPP complex subunit 6A|trafficking pro","TRAPPC6A"
"139","ENSG00000007341",-0.595343917590249,3.40558694329387,6.64892946806552,0.00992154185904267,1,9606,54879,"RP4-770C6.2","1","1p13.2","suppression of tumorigenicity 7 like","protein-coding","ST7L","suppression of tumorigenicity 7 like","O","ST7-related protein|suppressor of tumori","ST7L"
"140","ENSG00000007372",-0.0290691360734778,3.45391349556105,0.0157802590673812,0.900033125561159,1,9606,5080,"NULL","11","11p13","paired box 6","protein-coding","PAX6","paired box 6","O","aniridia type II protein|oculorhombin|pa","PAX6"
"141","ENSG00000007376",0.436671067539035,5.01851115774934,4.07050210567043,0.0436383010300455,1,9606,113000,"NULL","16","16p13.3","RNA pseudouridylate synthase domain containing 1","protein-coding","RPUSD1","RNA pseudouridylate synthase domain containing 1","O","RNA pseudouridylate synthase domain-cont","RPUSD1"
"142","ENSG00000007384",0.792099925926133,4.75238841035859,11.8640065039771,0.00057229291865868,1,9606,64285,"NULL","16","16p13.3","rhomboid 5 homolog 1 (Drosophila)","protein-coding","RHBDF1","rhomboid 5 homolog 1 (Drosophila)","O","epidermal growth factor receptor, relate","RHBDF1"
"143","ENSG00000007392",-0.696806021470817,5.49096542412345,11.2681028551311,0.000788502710002721,1,9606,55692,"LA16c-OS12.1","16","16p13.3","LUC7-like (S. cerevisiae)","protein-coding","LUC7L","LUC7-like (S. cerevisiae)","O","putative RNA-binding protein Luc7-like 1","LUC7L"
"144","ENSG00000007516",-0.566071941858527,-0.178327650334032,2.06371237244244,0.150842290388486,1,9606,8938,"AL031709.1","16","16p13.3","BAI1-associated protein 3","protein-coding","BAIAP3","BAI1-associated protein 3","O","BAI-associated protein 3","BAIAP3"
"145","ENSG00000007520",0.599005048657266,4.92278436261061,7.978141906467,0.00473455119567467,1,9606,115939,"NULL","16","16p13.3","TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)","protein-coding","TSR3","TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)","O","probable ribosome biogenesis protein C16","TSR3"
"146","ENSG00000007541",0.264284497107021,4.21111167486229,1.58965876126636,0.207374894085267,1,9606,9091,"NULL","16","16p13.3","phosphatidylinositol glycan anchor biosynthesis, class Q","protein-coding","PIGQ","phosphatidylinositol glycan anchor biosynthesis, class Q","O","N-acetylglucosaminyl transferase compone","PIGQ"
"147","ENSG00000007545",0.400490637134077,4.75407694339753,2.7295052049717,0.0985098000383549,1,9606,57585,"LA16c-431H6.2","16","16p13.3","Crm, cramped-like (Drosophila)","protein-coding","CRAMP1L","Crm, cramped-like (Drosophila)","O","T-complex expressed gene 4|hematological","CRAMP1L"
"148","ENSG00000007866",0.295084246408806,4.47498893915034,1.55671030839644,0.212147545167538,1,9606,7005,"RP1-109F14.4","6","6p21.2","TEA domain family member 3","protein-coding","TEAD3","TEA domain family member 3","O","TEA domain family member 5|transcription","TEAD3"
"149","ENSG00000007923",-0.161252509505217,6.38812567976877,0.672846059492787,0.412061097512935,1,9606,55735,"RP1-126A5.3","1","1p36.31","DnaJ (Hsp40) homolog, subfamily C, member 11","protein-coding","DNAJC11","DnaJ (Hsp40) homolog, subfamily C, member 11","O","dnaJ homolog subfamily C member 11|novel","DNAJC11"
"150","ENSG00000007944",-0.356415437348598,2.98021398337563,2.48202113885195,0.11515418954506,1,9606,29116,"RP1-13D10.1","6","6p23-p22.3","myosin regulatory light chain interacting protein","protein-coding","MYLIP","myosin regulatory light chain interacting protein","O","E3 ubiquitin ligase-inducible degrader o","MYLIP"
"151","ENSG00000007952",-1.77152956610793,2.46183238184581,14.6767181762864,0.000127612864249602,1,9606,27035,"RP1-146H21.1","X","Xq22","NADPH oxidase 1","protein-coding","NOX1","NADPH oxidase 1","O","NADH/NADPH mitogenic oxidase subunit P65","NOX1"
"152","ENSG00000007968",-0.929417247950182,3.6069716391883,9.60309532949397,0.00194249654011698,1,9606,1870,"NULL","1","1p36","E2F transcription factor 2","protein-coding","E2F2","E2F transcription factor 2","O","transcription factor E2F2","E2F2"
"153","ENSG00000008018",-0.548603759174143,7.94553131984228,6.61034659940776,0.0101387926117709,1,9606,5689,"NULL","6","6q27","proteasome (prosome, macropain) subunit, beta type, 1","protein-coding","PSMB1","proteasome (prosome, macropain) subunit, beta type, 1","O","macropain subunit C5|multicatalytic endo","PSMB1"
"154","ENSG00000008083",0.222870371420468,3.76248153252228,0.827275607680706,0.363061500276957,1,9606,3720,"NULL","6","6p24-p23","jumonji, AT rich interactive domain 2","protein-coding","JARID2","jumonji, AT rich interactive domain 2","O","jumonji homolog|jumonji-like protein|jum","JARID2"
"155","ENSG00000008086",-0.585157288238082,4.09249779579684,7.09623836318446,0.00772459008827954,1,9606,6792,"RP1-245G19.3","X","Xp22","cyclin-dependent kinase-like 5","protein-coding","CDKL5","cyclin-dependent kinase-like 5","O","cyclin dependent kinase 5 transcript|ser","CDKL5"
